kode_unit;kode_tu;luas_unit;floor;tower;kode_unit2
TD/18/08;ST;18;18;TD;D1808
TD/18/09;ST;18;18;TD;D1809
TD/18/10;ST;18;18;TD;D1810
TD/18/11;ST;18;18;TD;D1811
TD/18/12;ST;18;18;TD;D1812
TD/18/15;ST;24;18;TD;D1815
TD/18/16;2BR;40;18;TD;D1816
TD/18/17;2BR;33;18;TD;D1817
TD/18/18;2BR;33;18;TD;D1818
TD/18/19;2BR;33;18;TD;D1819
TD/18/20;2BR;33;18;TD;D1820
TD/18/21;2BR;33;18;TD;D1821
TD/18/22;2BR;40;18;TD;D1822
TD/18/23;ST;24;18;TD;D1823
TD/18/24;2BR;33;18;TD;D1824
TD/18/25;ST;24;18;TD;D1825
TD/18/26;ST;24;18;TD;D1826
TD/18/27;2BR;33;18;TD;D1827
TD/18/28;2BR;33;18;TD;D1828
TD/18/29;2BR;33;18;TD;D1829
TD/18/30;2BR;33;18;TD;D1830
TD/18/31;2BR;33;18;TD;D1831
TD/18/32;2BR;33;18;TD;D1832
TD/18/33;2BR;33;18;TD;D1833
TD/18/34;ST;24;18;TD;D1834
TD/19/01;ST;24;19;TD;D1901
TD/19/02;2BR;33;19;TD;D1902
TD/19/03;2BR;33;19;TD;D1903
TD/19/05;2BR;33;19;TD;D1905
TD/19/06;2BR;33;19;TD;D1906
TD/19/07;ST;18;19;TD;D1907
TD/19/08;ST;18;19;TD;D1908
TD/19/09;ST;18;19;TD;D1909
TD/19/10;ST;18;19;TD;D1910
TD/19/11;ST;18;19;TD;D1911
TD/19/12;ST;18;19;TD;D1912
TD/19/15;ST;24;19;TD;D1915
TD/19/17;2BR;33;19;TD;D1917
TD/19/18;2BR;33;19;TD;D1918
TD/19/19;2BR;33;19;TD;D1919
TD/19/20;2BR;33;19;TD;D1920
TD/19/21;2BR;33;19;TD;D1921
TD/19/22;2BR;40;19;TD;D1922
TD/19/23;ST;24;19;TD;D1923
TD/19/24;2BR;33;19;TD;D1924
TD/19/25;ST;24;19;TD;D1925
TD/19/26;ST;24;19;TD;D1926
TD/19/27;2BR;33;19;TD;D1927
TD/19/28;2BR;33;19;TD;D1928
TD/19/29;2BR;33;19;TD;D1929
TD/19/30;2BR;33;19;TD;D1930
TD/19/31;2BR;33;19;TD;D1931
TD/19/32;2BR;33;19;TD;D1932
TD/19/33;2BR;33;19;TD;D1933
TD/19/34;ST;24;19;TD;D1934
TD/20/01;ST;24;20;TD;D2001
TD/20/02;2BR;33;20;TD;D2002
TD/20/03;2BR;33;20;TD;D2003
TD/20/05;2BR;33;20;TD;D2005
TD/20/06;2BR;33;20;TD;D2006
TD/20/07;ST;18;20;TD;D2007
TD/20/08;ST;18;20;TD;D2008
TD/20/09;ST;18;20;TD;D2009
TD/20/10;ST;18;20;TD;D2010
TD/20/11;ST;18;20;TD;D2011
TD/20/12;ST;18;20;TD;D2012
TD/20/15;ST;24;20;TD;D2015
TD/20/16;2BR;40;20;TD;D2016
TD/20/17;2BR;33;20;TD;D2017
TD/20/18;2BR;33;20;TD;D2018
TD/20/19;2BR;33;20;TD;D2019
TD/20/20;2BR;33;20;TD;D2020
TD/20/21;2BR;33;20;TD;D2021
TD/20/22;2BR;40;20;TD;D2022
TD/20/23;ST;24;20;TD;D2023
TD/20/24;2BR;33;20;TD;D2024
TD/20/25;ST;24;20;TD;D2025
TD/20/26;ST;24;20;TD;D2026
TD/20/27;2BR;33;20;TD;D2027
TD/20/28;2BR;33;20;TD;D2028
TD/20/29;2BR;33;20;TD;D2029
TD/20/30;2BR;33;20;TD;D2030
TD/20/31;2BR;33;20;TD;D2031
TD/20/32;2BR;33;20;TD;D2032
TD/20/33;2BR;33;20;TD;D2033
TD/20/34;ST;24;20;TD;D2034
TD/21/01;ST;24;21;TD;D2101
TD/21/02;FS;66;21;TD;D2102
TD/21/03;FS;66;21;TD;D2103
TD/21/05;2BR;33;21;TD;D2105
TD/21/07;2BR;33;21;TD;D2107
TD/21/08;2BR;33;21;TD;D2108
TD/21/09;2BR;33;21;TD;D2109
TD/21/10;ST;24;21;TD;D2110
TD/21/11;2BR;40;21;TD;D2111
TD/21/12;2BR;33;21;TD;D2112
TD/21/15;2BR;33;21;TD;D2115
TD/21/16;2BR;33;21;TD;D2116
TD/21/17;2BR;33;21;TD;D2117
TD/21/18;2BR;33;21;TD;D2118
TD/21/19;2BR;40;21;TD;D2119
TD/21/20;ST;24;21;TD;D2120
TD/21/21;2BR;33;21;TD;D2121
TD/21/22;ST;24;21;TD;D2122
TD/21/23;ST;24;21;TD;D2123
TD/21/24;FS;66;21;TD;D2124
TD/21/25;FS;66;21;TD;D2125
TD/21/26;2BR;33;21;TD;D2126
TD/21/27;2BR;33;21;TD;D2127
TD/21/28;2BR;33;21;TD;D2128
TD/21/29;2BR;33;21;TD;D2129
TD/21/30;2BR;33;21;TD;D2130
TD/21/31;ST;24;21;TD;D2131
TD/22/01;ST;24;22;TD;D2201
TD/22/03;FS;66;22;TD;D2203
TD/22/05;2BR;33;22;TD;D2205
TD/22/06;2BR;33;22;TD;D2206
TD/22/07;2BR;33;22;TD;D2207
TD/22/08;2BR;33;22;TD;D2208
TD/22/09;2BR;33;22;TD;D2209
TD/22/10;ST;24;22;TD;D2210
TD/22/11;2BR;40;22;TD;D2211
TD/22/12;2BR;33;22;TD;D2212
TD/22/15;2BR;33;22;TD;D2215
TD/22/16;2BR;33;22;TD;D2216
TD/22/17;2BR;33;22;TD;D2217
TD/22/18;2BR;33;22;TD;D2218
TD/22/19;2BR;40;22;TD;D2219
TD/22/20;ST;24;22;TD;D2220
TD/22/21;2BR;33;22;TD;D2221
TD/22/22;ST;24;22;TD;D2222
TD/22/23;ST;24;22;TD;D2223
TD/22/25;FS;66;22;TD;D2225
TD/22/26;2BR;33;22;TD;D2226
TD/22/27;2BR;33;22;TD;D2227
TD/22/28;2BR;33;22;TD;D2228
TD/22/29;2BR;33;22;TD;D2229
TD/22/30;2BR;33;22;TD;D2230
TD/22/31;ST;24;22;TD;D2231
TD/23/01;ST;24;23;TD;D2301
TD/23/02;2BR;33;23;TD;D2302
TD/23/03;2BR;33;23;TD;D2303
TD/23/05;2BR;33;23;TD;D2305
TD/23/07;2BR;33;23;TD;D2307
TD/23/08;2BR;33;23;TD;D2308
TD/23/09;2BR;33;23;TD;D2309
TD/23/10;ST;24;23;TD;D2310
TD/23/11;2BR;40;23;TD;D2311
TD/23/12;2BR;33;23;TD;D2312
TD/23/15;2BR;33;23;TD;D2315
TD/23/16;2BR;33;23;TD;D2316
TD/23/17;2BR;33;23;TD;D2317
TD/23/18;2BR;33;23;TD;D2318
TD/23/19;2BR;40;23;TD;D2319
TD/23/20;ST;24;23;TD;D2320
TD/23/21;2BR;33;23;TD;D2321
TD/23/22;ST;24;23;TD;D2322
TD/23/23;ST;24;23;TD;D2323
TD/23/24;2BR;33;23;TD;D2324
TD/23/25;2BR;33;23;TD;D2325
TD/23/26;2BR;33;23;TD;D2326
TD/23/27;2BR;33;23;TD;D2327
TD/23/28;2BR;33;23;TD;D2328
TD/23/29;2BR;33;23;TD;D2329
TD/23/30;ST;33;23;TD;D2330
TD/23/31;ST;24;23;TD;D2331
TH C/01;TH;228;0;TC;THC01
TH C/03;TH;150;0;TC;THC03
TH C/04;TH;150;0;TC;THC04
TH D/06;TH;150;0;TD;THD06
TH D/07;TH;228;0;TD;THD07
TH C/05;TH;150;0;TC;THC05
TH C/07;TH;228;0;TC;THC07
TH D/03;TH;150;0;TD;THD03
TH D/05;TH;150;0;TD;THD05
